uby	ubd	total_reads	year	unitbox	doy	box_in_study
1_85_2018	1_85_175	10144	2018	1_85	175	Yes
1_85_2018	1_85_176	14682	2018	1_85	176	Yes
1_85_2018	1_85_177	3735	2018	1_85	177	Yes
1_86_2019	1_86_101	19	2019	1_86	101	Yes
1_86_2019	1_86_102	42	2019	1_86	102	Yes
1_86_2019	1_86_103	25	2019	1_86	103	Yes
1_86_2019	1_86_104	36	2019	1_86	104	Yes
1_86_2019	1_86_109	136	2019	1_86	109	Yes
1_86_2019	1_86_110	89	2019	1_86	110	Yes
1_86_2019	1_86_111	59	2019	1_86	111	Yes
1_86_2019	1_86_112	59	2019	1_86	112	Yes
1_86_2019	1_86_113	130	2019	1_86	113	Yes
1_86_2019	1_86_115	124	2019	1_86	115	Yes
1_86_2019	1_86_116	5	2019	1_86	116	Yes
1_86_2019	1_86_119	150	2019	1_86	119	Yes
1_86_2019	1_86_120	7	2019	1_86	120	Yes
1_86_2019	1_86_121	35	2019	1_86	121	Yes
1_86_2019	1_86_122	405	2019	1_86	122	Yes
1_86_2019	1_86_123	175	2019	1_86	123	Yes
1_86_2019	1_86_124	107	2019	1_86	124	Yes
1_86_2019	1_86_125	13	2019	1_86	125	Yes
1_86_2019	1_86_126	153	2019	1_86	126	Yes
1_86_2019	1_86_127	50	2019	1_86	127	Yes
1_86_2019	1_86_128	76	2019	1_86	128	Yes
1_86_2019	1_86_129	29	2019	1_86	129	Yes
1_86_2019	1_86_130	21	2019	1_86	130	Yes
1_86_2019	1_86_131	19	2019	1_86	131	Yes
1_86_2019	1_86_132	5	2019	1_86	132	Yes
1_86_2019	1_86_134	3	2019	1_86	134	Yes
1_86_2019	1_86_135	8	2019	1_86	135	Yes
1_86_2019	1_86_152	200	2019	1_86	152	Yes
1_86_2019	1_86_153	81	2019	1_86	153	Yes
1_86_2019	1_86_154	329	2019	1_86	154	Yes
1_86_2019	1_86_155	616	2019	1_86	155	Yes
1_86_2019	1_86_156	1441	2019	1_86	156	Yes
1_86_2019	1_86_157	530	2019	1_86	157	Yes
1_86_2019	1_86_158	1732	2019	1_86	158	Yes
1_86_2019	1_86_159	1806	2019	1_86	159	Yes
1_86_2019	1_86_160	600	2019	1_86	160	Yes
1_86_2019	1_86_161	301	2019	1_86	161	Yes
1_86_2019	1_86_162	471	2019	1_86	162	Yes
1_86_2019	1_86_163	728	2019	1_86	163	Yes
1_86_2019	1_86_164	193	2019	1_86	164	Yes
1_86_2019	1_86_165	277	2019	1_86	165	Yes
1_86_2019	1_86_166	502	2019	1_86	166	Yes
1_86_2019	1_86_167	247	2019	1_86	167	Yes
1_86_2019	1_86_168	699	2019	1_86	168	Yes
1_86_2019	1_86_169	339	2019	1_86	169	Yes
1_86_2019	1_86_170	886	2019	1_86	170	Yes
1_86_2019	1_86_171	382	2019	1_86	171	Yes
1_86_2019	1_86_172	518	2019	1_86	172	Yes
1_86_2019	1_86_173	681	2019	1_86	173	Yes
1_86_2019	1_86_174	751	2019	1_86	174	Yes
1_86_2019	1_86_175	672	2019	1_86	175	Yes
1_86_2019	1_86_176	663	2019	1_86	176	Yes
1_86_2019	1_86_177	781	2019	1_86	177	Yes
1_86_2019	1_86_178	794	2019	1_86	178	Yes
1_86_2019	1_86_179	6556	2019	1_86	179	Yes
1_86_2019	1_86_180	6916	2019	1_86	180	Yes
1_86_2019	1_86_181	4747	2019	1_86	181	Yes
1_86_2019	1_86_182	9228	2019	1_86	182	Yes
1_86_2019	1_86_183	13408	2019	1_86	183	Yes
1_86_2019	1_86_184	6198	2019	1_86	184	Yes
1_90_2019	1_90_101	24	2019	1_90	101	Yes
1_90_2019	1_90_102	69	2019	1_90	102	Yes
1_90_2019	1_90_103	175	2019	1_90	103	Yes
1_90_2019	1_90_104	17	2019	1_90	104	Yes
1_90_2019	1_90_106	83	2019	1_90	106	Yes
1_90_2019	1_90_107	14	2019	1_90	107	Yes
1_90_2019	1_90_108	39	2019	1_90	108	Yes
1_90_2019	1_90_109	15	2019	1_90	109	Yes
1_90_2019	1_90_110	28	2019	1_90	110	Yes
1_90_2019	1_90_111	94	2019	1_90	111	Yes
1_90_2019	1_90_112	10	2019	1_90	112	Yes
1_90_2019	1_90_113	68	2019	1_90	113	Yes
1_90_2019	1_90_114	40	2019	1_90	114	Yes
1_90_2019	1_90_115	326	2019	1_90	115	Yes
1_90_2019	1_90_116	63	2019	1_90	116	Yes
1_90_2019	1_90_119	179	2019	1_90	119	Yes
1_90_2019	1_90_120	56	2019	1_90	120	Yes
1_90_2019	1_90_121	106	2019	1_90	121	Yes
1_90_2019	1_90_122	52	2019	1_90	122	Yes
1_90_2019	1_90_123	152	2019	1_90	123	Yes
1_90_2019	1_90_124	98	2019	1_90	124	Yes
1_90_2019	1_90_125	85	2019	1_90	125	Yes
1_90_2019	1_90_126	201	2019	1_90	126	Yes
1_90_2019	1_90_127	145	2019	1_90	127	Yes
1_90_2019	1_90_128	107	2019	1_90	128	Yes
1_90_2019	1_90_129	123	2019	1_90	129	Yes
1_90_2019	1_90_130	111	2019	1_90	130	Yes
1_90_2019	1_90_131	161	2019	1_90	131	Yes
1_90_2019	1_90_133	31	2019	1_90	133	Yes
1_90_2019	1_90_134	27	2019	1_90	134	Yes
1_90_2019	1_90_135	463	2019	1_90	135	Yes
1_90_2019	1_90_136	178	2019	1_90	136	Yes
1_90_2019	1_90_137	293	2019	1_90	137	Yes
1_90_2019	1_90_138	486	2019	1_90	138	Yes
1_90_2019	1_90_139	988	2019	1_90	139	Yes
1_90_2019	1_90_140	401	2019	1_90	140	Yes
1_90_2019	1_90_141	128	2019	1_90	141	Yes
1_90_2019	1_90_142	1176	2019	1_90	142	Yes
1_90_2019	1_90_143	384	2019	1_90	143	Yes
1_90_2019	1_90_144	514	2019	1_90	144	Yes
1_90_2019	1_90_145	584	2019	1_90	145	Yes
1_90_2019	1_90_146	1269	2019	1_90	146	Yes
1_90_2019	1_90_147	684	2019	1_90	147	Yes
1_90_2019	1_90_148	673	2019	1_90	148	Yes
1_90_2019	1_90_149	1005	2019	1_90	149	Yes
1_90_2019	1_90_150	1808	2019	1_90	150	Yes
1_90_2019	1_90_151	3640	2019	1_90	151	Yes
1_90_2019	1_90_152	6362	2019	1_90	152	Yes
1_90_2019	1_90_153	2466	2019	1_90	153	Yes
1_90_2019	1_90_154	928	2019	1_90	154	Yes
1_90_2019	1_90_155	1823	2019	1_90	155	Yes
1_90_2019	1_90_156	2561	2019	1_90	156	Yes
1_90_2019	1_90_157	2622	2019	1_90	157	Yes
1_90_2019	1_90_158	4607	2019	1_90	158	Yes
1_90_2019	1_90_159	6456	2019	1_90	159	Yes
1_90_2019	1_90_160	3537	2019	1_90	160	Yes
1_90_2019	1_90_161	1576	2019	1_90	161	Yes
1_90_2019	1_90_162	1424	2019	1_90	162	Yes
1_90_2019	1_90_163	1723	2019	1_90	163	Yes
1_90_2019	1_90_164	648	2019	1_90	164	Yes
1_90_2019	1_90_165	234	2019	1_90	165	Yes
1_90_2019	1_90_166	67	2019	1_90	166	Yes
1_91_2018	1_91_143	155	2018	1_91	143	Yes
1_91_2018	1_91_144	100	2018	1_91	144	Yes
1_91_2018	1_91_145	186	2018	1_91	145	Yes
1_91_2018	1_91_146	506	2018	1_91	146	Yes
1_91_2018	1_91_147	92	2018	1_91	147	Yes
1_91_2018	1_91_148	219	2018	1_91	148	Yes
1_91_2018	1_91_149	291	2018	1_91	149	Yes
1_91_2018	1_91_150	124	2018	1_91	150	Yes
1_91_2018	1_91_151	80	2018	1_91	151	Yes
1_91_2018	1_91_152	211	2018	1_91	152	Yes
1_91_2018	1_91_153	359	2018	1_91	153	Yes
1_91_2018	1_91_154	330	2018	1_91	154	Yes
1_91_2018	1_91_155	302	2018	1_91	155	Yes
1_91_2018	1_91_156	193	2018	1_91	156	Yes
1_91_2018	1_91_157	291	2018	1_91	157	Yes
1_91_2018	1_91_158	312	2018	1_91	158	Yes
1_91_2018	1_91_159	403	2018	1_91	159	Yes
1_91_2018	1_91_160	411	2018	1_91	160	Yes
1_91_2018	1_91_161	466	2018	1_91	161	Yes
1_91_2018	1_91_162	446	2018	1_91	162	Yes
1_91_2018	1_91_163	492	2018	1_91	163	Yes
1_91_2018	1_91_164	531	2018	1_91	164	Yes
1_91_2018	1_91_165	395	2018	1_91	165	Yes
1_91_2018	1_91_166	470	2018	1_91	166	Yes
1_91_2018	1_91_167	426	2018	1_91	167	Yes
1_91_2018	1_91_168	460	2018	1_91	168	Yes
1_91_2018	1_91_169	625	2018	1_91	169	Yes
1_91_2018	1_91_170	570	2018	1_91	170	Yes
1_91_2018	1_91_171	677	2018	1_91	171	Yes
1_91_2018	1_91_172	2007	2018	1_91	172	Yes
1_91_2018	1_91_173	4688	2018	1_91	173	Yes
1_91_2018	1_91_174	5387	2018	1_91	174	Yes
1_91_2018	1_91_175	9	2018	1_91	175	Yes
1_91_2018	1_91_180	7	2018	1_91	180	Yes
1_91_2018	1_91_183	1	2018	1_91	183	Yes
2_1_2019	2_1_149	346	2019	2_1	149	Yes
2_1_2019	2_1_150	752	2019	2_1	150	Yes
2_1_2019	2_1_151	1200	2019	2_1	151	Yes
2_1_2019	2_1_152	2626	2019	2_1	152	Yes
2_1_2019	2_1_153	789	2019	2_1	153	Yes
2_1_2019	2_1_154	624	2019	2_1	154	Yes
2_1_2019	2_1_155	773	2019	2_1	155	Yes
2_1_2019	2_1_156	959	2019	2_1	156	Yes
2_1_2019	2_1_157	486	2019	2_1	157	Yes
2_1_2019	2_1_158	949	2019	2_1	158	Yes
2_1_2019	2_1_159	2953	2019	2_1	159	Yes
2_1_2019	2_1_160	1508	2019	2_1	160	Yes
2_1_2019	2_1_161	686	2019	2_1	161	Yes
2_1_2019	2_1_162	152	2019	2_1	162	Yes
2_1_2019	2_1_163	46	2019	2_1	163	Yes
2_1_2019	2_1_164	1	2019	2_1	164	Yes
2_101_2019	2_101_152	334	2019	2_101	152	Yes
2_101_2019	2_101_153	311	2019	2_101	153	Yes
2_101_2019	2_101_154	309	2019	2_101	154	Yes
2_101_2019	2_101_155	467	2019	2_101	155	Yes
2_101_2019	2_101_156	111	2019	2_101	156	Yes
2_101_2019	2_101_160	739	2019	2_101	160	Yes
2_101_2019	2_101_161	669	2019	2_101	161	Yes
2_101_2019	2_101_162	958	2019	2_101	162	Yes
2_101_2019	2_101_163	1014	2019	2_101	163	Yes
2_101_2019	2_101_164	542	2019	2_101	164	Yes
2_101_2019	2_101_165	1017	2019	2_101	165	Yes
2_101_2019	2_101_166	915	2019	2_101	166	Yes
2_101_2019	2_101_167	597	2019	2_101	167	Yes
2_101_2019	2_101_168	1388	2019	2_101	168	Yes
2_101_2019	2_101_169	1471	2019	2_101	169	Yes
2_101_2019	2_101_170	2769	2019	2_101	170	Yes
2_101_2019	2_101_171	3964	2019	2_101	171	Yes
2_101_2019	2_101_172	9717	2019	2_101	172	Yes
2_101_2019	2_101_173	6444	2019	2_101	173	Yes
2_101_2019	2_101_174	5369	2019	2_101	174	Yes
2_101_2019	2_101_175	774	2019	2_101	175	Yes
2_101_2019	2_101_176	8	2019	2_101	176	Yes
2_102_2018	2_102_147	210	2018	2_102	147	Yes
2_102_2018	2_102_148	2205	2018	2_102	148	Yes
2_102_2018	2_102_149	3171	2018	2_102	149	Yes
2_102_2018	2_102_150	1678	2018	2_102	150	Yes
2_102_2018	2_102_151	722	2018	2_102	151	Yes
2_102_2018	2_102_152	2508	2018	2_102	152	Yes
2_102_2018	2_102_153	294	2018	2_102	153	Yes
2_102_2018	2_102_154	201	2018	2_102	154	Yes
2_102_2018	2_102_155	1062	2018	2_102	155	Yes
2_102_2018	2_102_156	1410	2018	2_102	156	Yes
2_102_2018	2_102_157	532	2018	2_102	157	Yes
2_102_2018	2_102_158	1315	2018	2_102	158	Yes
2_102_2018	2_102_159	3849	2018	2_102	159	Yes
2_102_2018	2_102_160	3164	2018	2_102	160	Yes
2_102_2018	2_102_161	3990	2018	2_102	161	Yes
2_102_2018	2_102_162	4627	2018	2_102	162	Yes
2_102_2018	2_102_163	2158	2018	2_102	163	Yes
2_102_2018	2_102_164	782	2018	2_102	164	Yes
2_102_2018	2_102_165	2201	2018	2_102	165	Yes
2_102_2018	2_102_166	929	2018	2_102	166	Yes
2_102_2018	2_102_167	1046	2018	2_102	167	Yes
2_102_2018	2_102_168	1758	2018	2_102	168	Yes
2_102_2018	2_102_169	1493	2018	2_102	169	Yes
2_102_2018	2_102_170	1039	2018	2_102	170	Yes
2_102_2018	2_102_171	1167	2018	2_102	171	Yes
2_102_2018	2_102_172	3773	2018	2_102	172	Yes
2_102_2018	2_102_173	6563	2018	2_102	173	Yes
2_102_2018	2_102_174	10435	2018	2_102	174	Yes
2_102_2018	2_102_175	7878	2018	2_102	175	Yes
2_102_2018	2_102_176	8876	2018	2_102	176	Yes
2_102_2018	2_102_177	9199	2018	2_102	177	Yes
2_102_2018	2_102_178	3	2018	2_102	178	Yes
2_102_2018	2_102_179	4	2018	2_102	179	Yes
2_102_2018	2_102_180	3	2018	2_102	180	Yes
2_102_2018	2_102_182	1	2018	2_102	182	Yes
2_103_2019	2_103_102	273	2019	2_103	102	Yes
2_103_2019	2_103_103	1651	2019	2_103	103	Yes
2_103_2019	2_103_104	2	2019	2_103	104	Yes
2_103_2019	2_103_106	18	2019	2_103	106	Yes
2_103_2019	2_103_107	964	2019	2_103	107	Yes
2_103_2019	2_103_108	87	2019	2_103	108	Yes
2_103_2019	2_103_109	1012	2019	2_103	109	Yes
2_103_2019	2_103_110	469	2019	2_103	110	Yes
2_103_2019	2_103_111	10	2019	2_103	111	Yes
2_103_2019	2_103_113	529	2019	2_103	113	Yes
2_103_2019	2_103_114	123	2019	2_103	114	Yes
2_103_2019	2_103_115	1184	2019	2_103	115	Yes
2_103_2019	2_103_116	424	2019	2_103	116	Yes
2_103_2019	2_103_117	2	2019	2_103	117	Yes
2_103_2019	2_103_118	208	2019	2_103	118	Yes
2_103_2019	2_103_119	1032	2019	2_103	119	Yes
2_103_2019	2_103_120	76	2019	2_103	120	Yes
2_103_2019	2_103_121	1325	2019	2_103	121	Yes
2_103_2019	2_103_122	1837	2019	2_103	122	Yes
2_103_2019	2_103_123	1531	2019	2_103	123	Yes
2_103_2019	2_103_124	322	2019	2_103	124	Yes
2_103_2019	2_103_125	480	2019	2_103	125	Yes
2_103_2019	2_103_127	687	2019	2_103	127	Yes
2_103_2019	2_103_128	1732	2019	2_103	128	Yes
2_103_2019	2_103_129	998	2019	2_103	129	Yes
2_103_2019	2_103_130	1172	2019	2_103	130	Yes
2_103_2019	2_103_131	1465	2019	2_103	131	Yes
2_103_2019	2_103_132	85	2019	2_103	132	Yes
2_103_2019	2_103_133	14	2019	2_103	133	Yes
2_103_2019	2_103_134	48	2019	2_103	134	Yes
2_103_2019	2_103_135	901	2019	2_103	135	Yes
2_103_2019	2_103_136	284	2019	2_103	136	Yes
2_103_2019	2_103_137	349	2019	2_103	137	Yes
2_103_2019	2_103_138	586	2019	2_103	138	Yes
2_103_2019	2_103_139	720	2019	2_103	139	Yes
2_103_2019	2_103_140	554	2019	2_103	140	Yes
2_103_2019	2_103_141	402	2019	2_103	141	Yes
2_103_2019	2_103_142	930	2019	2_103	142	Yes
2_103_2019	2_103_143	498	2019	2_103	143	Yes
2_103_2019	2_103_144	502	2019	2_103	144	Yes
2_103_2019	2_103_145	825	2019	2_103	145	Yes
2_103_2019	2_103_146	1017	2019	2_103	146	Yes
2_103_2019	2_103_147	780	2019	2_103	147	Yes
2_103_2019	2_103_148	408	2019	2_103	148	Yes
2_103_2019	2_103_149	1216	2019	2_103	149	Yes
2_103_2019	2_103_150	1911	2019	2_103	150	Yes
2_103_2019	2_103_151	3211	2019	2_103	151	Yes
2_103_2019	2_103_152	2837	2019	2_103	152	Yes
2_103_2019	2_103_153	1164	2019	2_103	153	Yes
2_103_2019	2_103_154	644	2019	2_103	154	Yes
2_103_2019	2_103_155	828	2019	2_103	155	Yes
2_103_2019	2_103_156	1083	2019	2_103	156	Yes
2_103_2019	2_103_157	1030	2019	2_103	157	Yes
2_103_2019	2_103_158	1633	2019	2_103	158	Yes
2_103_2019	2_103_159	1832	2019	2_103	159	Yes
2_103_2019	2_103_160	1634	2019	2_103	160	Yes
2_103_2019	2_103_161	1024	2019	2_103	161	Yes
2_103_2019	2_103_162	1612	2019	2_103	162	Yes
2_103_2019	2_103_163	1533	2019	2_103	163	Yes
2_103_2019	2_103_164	1783	2019	2_103	164	Yes
2_103_2019	2_103_165	17146	2019	2_103	165	Yes
2_103_2019	2_103_166	18179	2019	2_103	166	Yes
2_103_2019	2_103_167	16321	2019	2_103	167	Yes
2_103_2019	2_103_168	9406	2019	2_103	168	Yes
2_103_2019	2_103_169	19977	2019	2_103	169	Yes
2_103_2019	2_103_170	18647	2019	2_103	170	Yes
2_103_2019	2_103_171	20825	2019	2_103	171	Yes
2_103_2019	2_103_172	5278	2019	2_103	172	Yes
2_103_2019	2_103_174	8	2019	2_103	174	Yes
2_103_2019	2_103_175	1	2019	2_103	175	Yes
2_103_2019	2_103_178	18	2019	2_103	178	Yes
2_103_2018	2_103_144	964	2018	2_103	144	Yes
2_103_2018	2_103_145	2897	2018	2_103	145	Yes
2_103_2018	2_103_146	4232	2018	2_103	146	Yes
2_103_2018	2_103_147	426	2018	2_103	147	Yes
2_103_2018	2_103_148	1008	2018	2_103	148	Yes
2_103_2018	2_103_149	5502	2018	2_103	149	Yes
2_103_2018	2_103_150	2240	2018	2_103	150	Yes
2_103_2018	2_103_151	665	2018	2_103	151	Yes
2_103_2018	2_103_152	922	2018	2_103	152	Yes
2_103_2018	2_103_153	398	2018	2_103	153	Yes
2_103_2018	2_103_154	275	2018	2_103	154	Yes
2_103_2018	2_103_155	336	2018	2_103	155	Yes
2_103_2018	2_103_156	81	2018	2_103	156	Yes
2_103_2018	2_103_157	153	2018	2_103	157	Yes
2_103_2018	2_103_158	544	2018	2_103	158	Yes
2_103_2018	2_103_159	942	2018	2_103	159	Yes
2_103_2018	2_103_160	943	2018	2_103	160	Yes
2_103_2018	2_103_161	965	2018	2_103	161	Yes
2_103_2018	2_103_162	2078	2018	2_103	162	Yes
2_103_2018	2_103_163	1455	2018	2_103	163	Yes
2_103_2018	2_103_164	1521	2018	2_103	164	Yes
2_103_2018	2_103_165	1596	2018	2_103	165	Yes
2_103_2018	2_103_166	1320	2018	2_103	166	Yes
2_103_2018	2_103_167	1725	2018	2_103	167	Yes
2_103_2018	2_103_168	3905	2018	2_103	168	Yes
2_103_2018	2_103_169	6723	2018	2_103	169	Yes
2_103_2018	2_103_170	10177	2018	2_103	170	Yes
2_103_2018	2_103_171	7988	2018	2_103	171	Yes
2_103_2018	2_103_172	10789	2018	2_103	172	Yes
2_103_2018	2_103_173	10762	2018	2_103	173	Yes
2_103_2018	2_103_174	10283	2018	2_103	174	Yes
2_103_2018	2_103_175	317	2018	2_103	175	Yes
2_105_2019	2_105_101	1	2019	2_105	101	Yes
2_105_2019	2_105_102	65	2019	2_105	102	Yes
2_105_2019	2_105_114	68	2019	2_105	114	Yes
2_105_2019	2_105_119	110	2019	2_105	119	Yes
2_105_2019	2_105_121	74	2019	2_105	121	Yes
2_105_2019	2_105_122	87	2019	2_105	122	Yes
2_105_2019	2_105_136	14	2019	2_105	136	Yes
2_105_2019	2_105_137	43	2019	2_105	137	Yes
2_105_2019	2_105_138	1	2019	2_105	138	Yes
2_105_2019	2_105_140	5	2019	2_105	140	Yes
2_105_2019	2_105_141	3	2019	2_105	141	Yes
2_105_2019	2_105_142	4	2019	2_105	142	Yes
2_105_2019	2_105_145	4	2019	2_105	145	Yes
2_105_2019	2_105_148	3	2019	2_105	148	Yes
2_105_2019	2_105_152	575	2019	2_105	152	Yes
2_105_2019	2_105_153	651	2019	2_105	153	Yes
2_105_2019	2_105_154	587	2019	2_105	154	Yes
2_105_2019	2_105_155	788	2019	2_105	155	Yes
2_105_2019	2_105_156	1411	2019	2_105	156	Yes
2_105_2019	2_105_157	821	2019	2_105	157	Yes
2_105_2019	2_105_158	1490	2019	2_105	158	Yes
2_105_2019	2_105_159	1188	2019	2_105	159	Yes
2_105_2019	2_105_160	855	2019	2_105	160	Yes
2_105_2019	2_105_161	453	2019	2_105	161	Yes
2_105_2019	2_105_162	390	2019	2_105	162	Yes
2_105_2019	2_105_163	341	2019	2_105	163	Yes
2_105_2019	2_105_164	174	2019	2_105	164	Yes
2_105_2019	2_105_165	572	2019	2_105	165	Yes
2_105_2019	2_105_166	804	2019	2_105	166	Yes
2_105_2019	2_105_167	456	2019	2_105	167	Yes
2_105_2019	2_105_168	1444	2019	2_105	168	Yes
2_105_2019	2_105_169	1490	2019	2_105	169	Yes
2_105_2019	2_105_170	2685	2019	2_105	170	Yes
2_105_2019	2_105_171	1493	2019	2_105	171	Yes
2_105_2019	2_105_172	1431	2019	2_105	172	Yes
2_105_2019	2_105_173	1240	2019	2_105	173	Yes
2_105_2019	2_105_174	1121	2019	2_105	174	Yes
2_105_2019	2_105_175	1112	2019	2_105	175	Yes
2_105_2019	2_105_176	1077	2019	2_105	176	Yes
2_105_2019	2_105_177	4558	2019	2_105	177	Yes
2_105_2019	2_105_178	9210	2019	2_105	178	Yes
2_105_2019	2_105_179	9286	2019	2_105	179	Yes
2_105_2019	2_105_180	966	2019	2_105	180	Yes
2_105_2018	2_105_139	11	2018	2_105	139	Yes
2_105_2018	2_105_140	154	2018	2_105	140	Yes
2_105_2018	2_105_141	262	2018	2_105	141	Yes
2_105_2018	2_105_142	184	2018	2_105	142	Yes
2_105_2018	2_105_143	397	2018	2_105	143	Yes
2_105_2018	2_105_144	1086	2018	2_105	144	Yes
2_105_2018	2_105_145	3216	2018	2_105	145	Yes
2_105_2018	2_105_146	3300	2018	2_105	146	Yes
2_105_2018	2_105_147	305	2018	2_105	147	Yes
2_105_2018	2_105_148	1249	2018	2_105	148	Yes
2_105_2018	2_105_149	3656	2018	2_105	149	Yes
2_105_2018	2_105_150	1619	2018	2_105	150	Yes
2_105_2018	2_105_151	838	2018	2_105	151	Yes
2_105_2018	2_105_152	2578	2018	2_105	152	Yes
2_105_2018	2_105_153	640	2018	2_105	153	Yes
2_105_2018	2_105_154	516	2018	2_105	154	Yes
2_105_2018	2_105_155	564	2018	2_105	155	Yes
2_105_2018	2_105_156	113	2018	2_105	156	Yes
2_105_2018	2_105_157	34	2018	2_105	157	Yes
2_105_2018	2_105_168	682	2018	2_105	168	Yes
2_105_2018	2_105_169	375	2018	2_105	169	Yes
2_105_2018	2_105_170	114	2018	2_105	170	Yes
2_105_2018	2_105_171	32	2018	2_105	171	Yes
2_105_2018	2_105_172	74	2018	2_105	172	Yes
2_105_2018	2_105_173	90	2018	2_105	173	Yes
2_105_2018	2_105_174	44	2018	2_105	174	Yes
2_105_2018	2_105_175	51	2018	2_105	175	Yes
2_105_2018	2_105_176	65	2018	2_105	176	Yes
2_105_2018	2_105_177	2	2018	2_105	177	Yes
2_105_2018	2_105_180	55	2018	2_105	180	Yes
2_105_2018	2_105_181	1	2018	2_105	181	Yes
2_107_2019	2_107_102	16	2019	2_107	102	Yes
2_107_2019	2_107_106	5	2019	2_107	106	Yes
2_107_2019	2_107_107	7	2019	2_107	107	Yes
2_107_2019	2_107_136	12	2019	2_107	136	Yes
2_107_2019	2_107_137	36	2019	2_107	137	Yes
2_107_2019	2_107_138	9	2019	2_107	138	Yes
2_107_2019	2_107_141	24	2019	2_107	141	Yes
2_107_2019	2_107_145	10	2019	2_107	145	Yes
2_107_2019	2_107_146	1	2019	2_107	146	Yes
2_107_2019	2_107_148	1	2019	2_107	148	Yes
2_107_2019	2_107_153	605	2019	2_107	153	Yes
2_107_2019	2_107_154	225	2019	2_107	154	Yes
2_107_2019	2_107_155	510	2019	2_107	155	Yes
2_107_2019	2_107_156	1505	2019	2_107	156	Yes
2_107_2019	2_107_157	596	2019	2_107	157	Yes
2_107_2019	2_107_158	1194	2019	2_107	158	Yes
2_107_2019	2_107_159	870	2019	2_107	159	Yes
2_107_2019	2_107_160	44	2019	2_107	160	Yes
2_107_2019	2_107_161	12	2019	2_107	161	Yes
2_107_2019	2_107_162	42	2019	2_107	162	Yes
2_107_2019	2_107_163	1	2019	2_107	163	Yes
2_107_2019	2_107_165	22	2019	2_107	165	Yes
2_109_2019	2_109_107	58	2019	2_109	107	Yes
2_109_2019	2_109_108	5	2019	2_109	108	Yes
2_109_2019	2_109_109	3	2019	2_109	109	Yes
2_109_2019	2_109_110	23	2019	2_109	110	Yes
2_109_2019	2_109_112	32	2019	2_109	112	Yes
2_109_2019	2_109_113	66	2019	2_109	113	Yes
2_109_2019	2_109_143	9	2019	2_109	143	Yes
2_109_2019	2_109_144	223	2019	2_109	144	Yes
2_109_2019	2_109_145	247	2019	2_109	145	Yes
2_109_2019	2_109_146	786	2019	2_109	146	Yes
2_109_2019	2_109_147	693	2019	2_109	147	Yes
2_109_2019	2_109_148	250	2019	2_109	148	Yes
2_109_2019	2_109_149	312	2019	2_109	149	Yes
2_109_2019	2_109_150	308	2019	2_109	150	Yes
2_109_2019	2_109_151	431	2019	2_109	151	Yes
2_109_2019	2_109_152	529	2019	2_109	152	Yes
2_109_2019	2_109_153	286	2019	2_109	153	Yes
2_109_2019	2_109_154	253	2019	2_109	154	Yes
2_109_2019	2_109_155	302	2019	2_109	155	Yes
2_109_2019	2_109_156	777	2019	2_109	156	Yes
2_109_2019	2_109_157	458	2019	2_109	157	Yes
2_109_2019	2_109_158	442	2019	2_109	158	Yes
2_109_2019	2_109_159	561	2019	2_109	159	Yes
2_109_2019	2_109_160	471	2019	2_109	160	Yes
2_109_2019	2_109_161	336	2019	2_109	161	Yes
2_109_2019	2_109_162	703	2019	2_109	162	Yes
2_109_2019	2_109_163	669	2019	2_109	163	Yes
2_109_2019	2_109_164	88	2019	2_109	164	Yes
2_109_2019	2_109_165	298	2019	2_109	165	Yes
2_109_2019	2_109_166	426	2019	2_109	166	Yes
2_109_2019	2_109_167	2668	2019	2_109	167	Yes
2_109_2019	2_109_168	1093	2019	2_109	168	Yes
2_109_2019	2_109_169	2246	2019	2_109	169	Yes
2_109_2019	2_109_170	3515	2019	2_109	170	Yes
2_109_2019	2_109_171	5282	2019	2_109	171	Yes
2_109_2019	2_109_172	8010	2019	2_109	172	Yes
2_109_2019	2_109_173	11252	2019	2_109	173	Yes
2_109_2019	2_109_174	14300	2019	2_109	174	Yes
2_109_2019	2_109_175	1697	2019	2_109	175	Yes
2_109_2019	2_109_176	8	2019	2_109	176	Yes
2_109_2019	2_109_177	7	2019	2_109	177	Yes
2_109_2018	2_109_138	64	2018	2_109	138	Yes
2_109_2018	2_109_139	51	2018	2_109	139	Yes
2_109_2018	2_109_140	284	2018	2_109	140	Yes
2_109_2018	2_109_141	571	2018	2_109	141	Yes
2_109_2018	2_109_142	201	2018	2_109	142	Yes
2_109_2018	2_109_143	522	2018	2_109	143	Yes
2_109_2018	2_109_144	1364	2018	2_109	144	Yes
2_109_2018	2_109_145	3291	2018	2_109	145	Yes
2_109_2018	2_109_146	2690	2018	2_109	146	Yes
2_109_2018	2_109_147	238	2018	2_109	147	Yes
2_109_2018	2_109_148	1463	2018	2_109	148	Yes
2_109_2018	2_109_149	1794	2018	2_109	149	Yes
2_109_2018	2_109_150	2006	2018	2_109	150	Yes
2_109_2018	2_109_151	880	2018	2_109	151	Yes
2_109_2018	2_109_152	4295	2018	2_109	152	Yes
2_109_2018	2_109_153	981	2018	2_109	153	Yes
2_109_2018	2_109_154	781	2018	2_109	154	Yes
2_109_2018	2_109_155	889	2018	2_109	155	Yes
2_109_2018	2_109_156	596	2018	2_109	156	Yes
2_109_2018	2_109_157	562	2018	2_109	157	Yes
